course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
Excel Skills for Data Analytics and Visualization Specialization,Not Specified,Professional Certificate,,52,4 Weeks,Advanced,1,https://www.coursera.org/specializations/excel-data-analytics-visualization,Not Specified,Not Specified,Not Specified,Not Specified
Excel to MySQL: Analytic Techniques for Business Specialization,Not Specified,Professional Certificate,,307,6 Months,Advanced,761,https://www.coursera.org/specializations/excel-mysql,Not Specified,Not Specified,Not Specified,Not Specified
Excel Skills for Business Forecasting Specialization,Not Specified,Professional Certificate,,325,4 Weeks,Advanced,1,https://www.coursera.org/specializations/excel-skills-for-business-forecasting,Not Specified,Not Specified,Not Specified,Not Specified
Executive Communication Excellence Specialization,Not Specified,Professional Certificate,,29,2 Months,Advanced,71,https://www.coursera.org/specializations/executive-communication-excellence,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Finance and Accounting Specialization,Not Specified,Professional Certificate,,285,4 Weeks,Advanced,322,https://www.coursera.org/specializations/finance-accounting,Not Specified,Not Specified,Not Specified,Not Specified
Preparatory Certificate in Finance and Financial Markets Specialization,Not Specified,Professional Certificate,,741,4 Weeks,Advanced,0,https://www.coursera.org/specializations/finance-and-financial-markets,Not Specified,Not Specified,Not Specified,Not Specified
Finance for Technical Managers Specialization,Not Specified,Professional Certificate,,372,4 Weeks,Advanced,54,https://www.coursera.org/specializations/finance-for-technical-managers,Not Specified,Not Specified,Not Specified,Not Specified
Finance & Quantitative Modeling for Analysts Specialization,Not Specified,Professional Certificate,,64,4 Weeks,Advanced,322,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,Not Specified,Not Specified,Not Specified,Not Specified
"The Intersection of Finance, Strategy, and Sustainability Specialization",Not Specified,Professional Certificate,,120,8 Weeks,Advanced,9,https://www.coursera.org/specializations/finance-sustainability-strategy,Not Specified,Not Specified,Not Specified,Not Specified
Financial Analysis in Practice Specialization,Not Specified,Professional Certificate,,7,4 Weeks,Advanced,40,https://www.coursera.org/specializations/financial-analysis-in-practice,Not Specified,Not Specified,Not Specified,Not Specified
Financial Analysis - Skills for Success Specialization,Not Specified,Professional Certificate,,503,4 Weeks,Advanced,141,https://www.coursera.org/specializations/financial-analysis-skills-for-success,Not Specified,Not Specified,Not Specified,Not Specified
Financial Data Analysis with Excel Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,20,https://www.coursera.org/specializations/financial-data-analysis-with-excel,Not Specified,Not Specified,Not Specified,Not Specified
Practical Guide to Trading Specialization,Not Specified,Professional Certificate,,863,4 Weeks,Advanced,133,https://www.coursera.org/specializations/financial-instruments-trading-investing,Not Specified,Not Specified,Not Specified,Not Specified
Financial Leadership in Hospitality Specialization,Not Specified,Professional Certificate,,27,12 Weeks,Advanced,65,https://www.coursera.org/specializations/financial-leadership-in-hospitality,Not Specified,Not Specified,Not Specified,Not Specified
Financial Management Specialization,Not Specified,Professional Certificate,,961,3 Months,Advanced,206,https://www.coursera.org/specializations/financial-management,Not Specified,Not Specified,Not Specified,Not Specified
Financial Modeling & Valuation with Excel Specialization,Not Specified,Professional Certificate,,155,2 Months,Advanced,0,https://www.coursera.org/specializations/financial-modeling-valuation-excel,Not Specified,Not Specified,Not Specified,Not Specified
Financial Engineering and Risk Management Specialization,Not Specified,Professional Certificate,,421,2 Months,Advanced,463,https://www.coursera.org/specializations/financialengineering,Not Specified,Not Specified,Not Specified,Not Specified
Financial Technology (Fintech) Innovations Specialization,Not Specified,Professional Certificate,,843,4 Weeks,Advanced,24,https://www.coursera.org/specializations/financialtechnology,Not Specified,Not Specified,Not Specified,Not Specified
Finanzas corporativas Specialization,Not Specified,Professional Certificate,,51,2 Months,Advanced,46,https://www.coursera.org/specializations/finanzascorporativas,Not Specified,Not Specified,Not Specified,Not Specified
FinTech: Finance Industry Transformation and Regulation Specialization,Not Specified,Professional Certificate,,983,4 Weeks,Advanced,93,https://www.coursera.org/specializations/fintech,Not Specified,Not Specified,Not Specified,Not Specified
Forecasting and Predictive Analytics Methods Pack Specialization,Not Specified,Professional Certificate,,60,4 Weeks,Advanced,65,https://www.coursera.org/specializations/forecasting-and-predictive-analytics-methods-pack,Not Specified,Not Specified,Not Specified,Not Specified
Foundational Finance for Strategic Decision Making Specialization,Not Specified,Professional Certificate,,305,4 Weeks,Advanced,134,https://www.coursera.org/specializations/foundational-finance,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Management Specialization,Not Specified,Professional Certificate,,547,2 Months,Advanced,167,https://www.coursera.org/specializations/foundations-management,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Business Strategy and Research Specialization,Not Specified,Professional Certificate,,222,4 Weeks,Advanced,4,https://www.coursera.org/specializations/foundations-of-business-strategy-and-research,Not Specified,Not Specified,Not Specified,Not Specified
Fundraising and Development Specialization,Not Specified,Professional Certificate,,401,2 Months,Advanced,4,https://www.coursera.org/specializations/fundraising-development,Not Specified,Not Specified,Not Specified,Not Specified
Future Ready Company Specialization,Not Specified,Professional Certificate,,240,16 Weeks,Advanced,4,https://www.coursera.org/specializations/future-ready-company,Not Specified,Not Specified,Not Specified,Not Specified
Futures Thinking Specialization,Not Specified,Professional Certificate,,943,2 Months,Advanced,78,https://www.coursera.org/specializations/futures-thinking,Not Specified,Not Specified,Not Specified,Not Specified
Market Research Methods and Data Analysis Certificate Specialization,Not Specified,Professional Certificate,,129,4 Weeks,Advanced,44,https://www.coursera.org/specializations/genai-and-research-skills-for-market-intelligence,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Business Analysts Specialization,Not Specified,Professional Certificate,,473,3 Weeks,Advanced,465,https://www.coursera.org/specializations/generative-ai-for-business-analysts,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Business Intelligence (BI) Analysts Specialization,Not Specified,Professional Certificate,,455,4 Weeks,Advanced,465,https://www.coursera.org/specializations/generative-ai-for-business-intelligence-analysts,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Business Leaders Specialization,Not Specified,Professional Certificate,,19,4 Weeks,Advanced,13,https://www.coursera.org/specializations/generative-ai-for-business-leaders,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Customer Support Specialization,Not Specified,Professional Certificate,,467,3 Weeks,Advanced,465,https://www.coursera.org/specializations/generative-ai-for-customer-support,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Digital Marketing Specialization,Not Specified,Professional Certificate,,484,4 Weeks,Advanced,465,https://www.coursera.org/specializations/generative-ai-for-digital-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Executives and Business Leaders Specialization,Not Specified,Professional Certificate,,708,10 Hours,Advanced,51,https://www.coursera.org/specializations/generative-ai-for-executives-and-business-leaders,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Finance and Accounting Specialization,Not Specified,Professional Certificate,,6,8 Weeks,Advanced,0,https://www.coursera.org/specializations/generative-ai-for-finance-and-accounting,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Growth Marketing Specialization,Not Specified,Professional Certificate,,512,12 Weeks,Advanced,1,https://www.coursera.org/specializations/generative-ai-for-growth-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Human Resources (HR) Professionals Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,465,https://www.coursera.org/specializations/generative-ai-for-human-resources,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Product Managers Specialization,Not Specified,Professional Certificate,,669,2 Months,Advanced,199,https://www.coursera.org/specializations/generative-ai-for-product-managers,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Product Owners Specialization,Not Specified,Professional Certificate,,459,3 Weeks,Advanced,199,https://www.coursera.org/specializations/generative-ai-for-product-owners,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Program Managers Specialization,Not Specified,Professional Certificate,,446,4 Weeks,Advanced,199,https://www.coursera.org/specializations/generative-ai-for-program-managers,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Project Managers Specialization,Not Specified,Professional Certificate,,539, Months,Advanced,199,https://www.coursera.org/specializations/generative-ai-for-project-managers,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI for Sales Professionals Specialization,Not Specified,Professional Certificate,,438,4 Weeks,Advanced,1,https://www.coursera.org/specializations/generative-ai-for-sales-professionals,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI HR Professional Specialization,Not Specified,Professional Certificate,,247,4 Weeks,Advanced,1,https://www.coursera.org/specializations/generative-ai-hr-professional,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI in Business Specialization,Not Specified,Professional Certificate,,121,8 Hours,Advanced,132,https://www.coursera.org/specializations/generative-ai-in-business,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI Leadership & Strategy Specialization,Not Specified,Professional Certificate,,24,4 Weeks,Advanced,1,https://www.coursera.org/specializations/generative-ai-leadership-strategy,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI Strategic Leader Specialization,Not Specified,Professional Certificate,,467,4 Weeks,Advanced,1,https://www.coursera.org/specializations/generative-ai-strategic-leader,Not Specified,Not Specified,Not Specified,Not Specified
Generative Engine Optimization (GEO) Specialization,Not Specified,Professional Certificate,,8,8 Weeks,Advanced,0,https://www.coursera.org/specializations/generative-engine-optimization-geo,Not Specified,Not Specified,Not Specified,Not Specified
Advanced Global Procurement and Sourcing Specialization,Not Specified,Professional Certificate,,108,4 Weeks,Advanced,0,https://www.coursera.org/specializations/globalprocurementandsourcing,Not Specified,Not Specified,Not Specified,Not Specified
Google Agile Essentials Specialization,Not Specified,Professional Certificate,,78,8 Hours,Advanced,16,https://www.coursera.org/specializations/google-agile-essentials,Not Specified,Not Specified,Not Specified,Not Specified
Google Digital Customer Engagement Specialization,Not Specified,Professional Certificate,,37,4 Weeks,Advanced,16,https://www.coursera.org/specializations/google-digital-customer-engagement,Not Specified,Not Specified,Not Specified,Not Specified
Google People Management Essentials Specialization,Not Specified,Professional Certificate,,417,8 Hours,Advanced,16,https://www.coursera.org/specializations/google-people-management-essentials,Not Specified,Not Specified,Not Specified,Not Specified
Google Stakeholder Management Specialization,Not Specified,Professional Certificate,,60,4 Weeks,Advanced,16,https://www.coursera.org/specializations/google-stakeholder-management,Not Specified,Not Specified,Not Specified,Not Specified
Harnessing AI for Business Impact Specialization,Not Specified,Professional Certificate,,650,4 Weeks,Advanced,47,https://www.coursera.org/specializations/harnessing-ai-for-business-impact,Not Specified,Not Specified,Not Specified,Not Specified
"Hotel Management: Distribution, Revenue and Demand Management Specialization",Not Specified,Professional Certificate,,241,4 Weeks,Advanced,73,https://www.coursera.org/specializations/hotel-management,Not Specified,Not Specified,Not Specified,Not Specified
Leading: Human Resource Management and Leadership Specialization,Not Specified,Professional Certificate,,64,3 Months,Advanced,62,https://www.coursera.org/specializations/hr-management-leadership,Not Specified,Not Specified,Not Specified,Not Specified
Human Resource Management: HR for People Managers Specialization,Not Specified,Professional Certificate,,533,2 Months,Advanced,329,https://www.coursera.org/specializations/human-resource-management,Not Specified,Not Specified,Not Specified,Not Specified
Human Resource Management Done Right Specialization,Not Specified,Professional Certificate,,542,4 Weeks,Advanced,71,https://www.coursera.org/specializations/human-resource-management-done-right,Not Specified,Not Specified,Not Specified,Not Specified
Human Resources Management and GenAI Specialization,Not Specified,Professional Certificate,,379,4 Weeks,Advanced,30,https://www.coursera.org/specializations/human-resources-management-and-genai,Not Specified,Not Specified,Not Specified,Not Specified
Implementación del Marketing Mix Specialization,Not Specified,Professional Certificate,,864,4 Weeks,Advanced,63,https://www.coursera.org/specializations/implementacion-marketing-mix,Not Specified,Not Specified,Not Specified,Not Specified
"Influencing: Storytelling, Change Management and Governance Specialization",Not Specified,Professional Certificate,,723,2 Months,Advanced,44,https://www.coursera.org/specializations/influencing-storytelling-change-management,Not Specified,Not Specified,Not Specified,Not Specified
Inspired Leadership Specialization,Not Specified,Professional Certificate,,711,2 Months,Advanced,41,https://www.coursera.org/specializations/inspired-leadership,Not Specified,Not Specified,Not Specified,Not Specified
Instagram Content Creator Pro Specialization,Not Specified,Professional Certificate,,767,4 Weeks,Advanced,27,https://www.coursera.org/specializations/instagram-content-creator-pro,Not Specified,Not Specified,Not Specified,Not Specified
Inteligencia Artificial y Ciencia de Datos para Negocios Specialization,Not Specified,Professional Certificate,,56,4 Weeks,Advanced,32,https://www.coursera.org/specializations/inteligencia-artificial-ciencia-datos-negocios,Not Specified,Not Specified,Not Specified,Not Specified
Inteligencia Artificial y Futuro del Trabajo Specialization,Not Specified,Professional Certificate,,89,4 Weeks,Advanced,32,https://www.coursera.org/specializations/inteligencia-artificial-futuro-del-trabajo,Not Specified,Not Specified,Not Specified,Not Specified
International Business Specialization,Not Specified,Professional Certificate,,543,4 Weeks,Advanced,0,https://www.coursera.org/specializations/international-business,Not Specified,Not Specified,Not Specified,Not Specified
International Marketing & Cross Industry Growth Specialization,Not Specified,Professional Certificate,,443,4 Weeks,Advanced,97,https://www.coursera.org/specializations/international-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Intellectual Property Law Specialization,Not Specified,Professional Certificate,,632,4 Weeks,Advanced,68,https://www.coursera.org/specializations/introduction-intellectual-property,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Systems Engineering Specialization,Not Specified,Professional Certificate,,0,12 Weeks,Advanced,13,https://www.coursera.org/specializations/introduction-systems-engineering,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Public Relations and the Media Specialization,Not Specified,Professional Certificate,,779,4 Weeks,Advanced,32,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media,Not Specified,Not Specified,Not Specified,Not Specified
Investment Management Specialization,Not Specified,Professional Certificate,,755,4 Weeks,Advanced,251,https://www.coursera.org/specializations/investment-management,Not Specified,Not Specified,Not Specified,Not Specified
Investment Management with Python and Machine Learning Specialization,Not Specified,Professional Certificate,,815,2 Months,Advanced,16,https://www.coursera.org/specializations/investment-management-python-machine-learning,Not Specified,Not Specified,Not Specified,Not Specified
Investment and Portfolio Management Specialization,Not Specified,Professional Certificate,,661,2 Months,Advanced,169,https://www.coursera.org/specializations/investment-portolio-management,Not Specified,Not Specified,Not Specified,Not Specified
"ISO, CMMI & Project Quality Certification Mastery Specialization",Not Specified,Professional Certificate,,71,4 Weeks,Advanced,0,https://www.coursera.org/specializations/iso-cmmi-project-quality-certification-mastery,Not Specified,Not Specified,Not Specified,Not Specified
Key Technologies for Business Specialization,Not Specified,Professional Certificate,,527,4 Weeks,Advanced,1,https://www.coursera.org/specializations/key-technologies-for-business,Not Specified,Not Specified,Not Specified,Not Specified
Lead for Results: From Planning to Execution Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,14,https://www.coursera.org/specializations/lead-for-results-from-planning-to-execution,Not Specified,Not Specified,Not Specified,Not Specified
Leading the Modern Day Business Specialization,Not Specified,Professional Certificate,,829,- Days,Advanced,621,https://www.coursera.org/specializations/leading-modern-day-business,Not Specified,Not Specified,Not Specified,Not Specified
Leading People and Teams Specialization,Not Specified,Professional Certificate,,838,4 Weeks,Advanced,71,https://www.coursera.org/specializations/leading-teams,Not Specified,Not Specified,Not Specified,Not Specified
"Leading with Impact: Psychology, Diversity, and Change Specialization",Not Specified,Professional Certificate,,393,4 Weeks,Advanced,12,https://www.coursera.org/specializations/leading-with-impact-psychology-diversity-and-change,Not Specified,Not Specified,Not Specified,Not Specified
Lean Management and Six Sigma Green Belt Program Specialization,Not Specified,Professional Certificate,,39,4 Weeks,Advanced,66,https://www.coursera.org/specializations/lean-management-and-six-sigma-green-belt-program,Not Specified,Not Specified,Not Specified,Not Specified
"Liderazgo, Motivación y Gestión de Recursos Humanos Specialization",Not Specified,Professional Certificate,,587,4 Weeks,Advanced,8,https://www.coursera.org/specializations/liderazgo-motivacion-gestion-recursos-humanos,Not Specified,Not Specified,Not Specified,Not Specified
Luxury Hospitality & Brand Innovation Specialization,Not Specified,Professional Certificate,,202,12 Weeks,Advanced,44,https://www.coursera.org/specializations/luxury-hospitality-and-brand-innovation,Not Specified,Not Specified,Not Specified,Not Specified
Management Consulting Specialization,Not Specified,Professional Certificate,,396,4 Weeks,Advanced,81,https://www.coursera.org/specializations/managementconsulting,Not Specified,Not Specified,Not Specified,Not Specified
Managerial Economics and Business Analysis Specialization,Not Specified,Professional Certificate,,370,3 Months,Advanced,75,https://www.coursera.org/specializations/managerial-economics-business-analysis,Not Specified,Not Specified,Not Specified,Not Specified
Professional Skills: Managing a Team Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,2,https://www.coursera.org/specializations/managing-a-team,Not Specified,Not Specified,Not Specified,Not Specified
Market Research Specialization,Not Specified,Professional Certificate,,513,4 Weeks,Advanced,56,https://www.coursera.org/specializations/market-research,Not Specified,Not Specified,Not Specified,Not Specified
Market Research Specialization,Not Specified,Professional Certificate,,930,2 Months,Advanced,72,https://www.coursera.org/specializations/market-research-market-research,Not Specified,Not Specified,Not Specified,Not Specified
Marketing Digital Specialization,Not Specified,Professional Certificate,,741,2 Months,Advanced,9,https://www.coursera.org/specializations/marketing-digital,Not Specified,Not Specified,Not Specified,Not Specified
Marketing Mix Implementation Specialization,Not Specified,Professional Certificate,,131,2 Months,Advanced,63,https://www.coursera.org/specializations/marketing-mix,Not Specified,Not Specified,Not Specified,Not Specified
Marketing Psychology & Neuromarketing - 2026 Specialization,Not Specified,Professional Certificate,,0,12 Weeks,Advanced,18,https://www.coursera.org/specializations/marketing-psychology,Not Specified,Not Specified,Not Specified,Not Specified
Marketing Strategy Specialization,Not Specified,Professional Certificate,,272,2 Months,Advanced,43,https://www.coursera.org/specializations/marketing-strategy,Not Specified,Not Specified,Not Specified,Not Specified
Master Microsoft Office 365 and Power Platform Specialization,Not Specified,Professional Certificate,,276,3 Months,Advanced,2,https://www.coursera.org/specializations/master-microsoft-office-365-power-platform,Data Analysis; Excel Formulas; Microsoft Copilot; Multimedia; Presentations; Spreadsheet Software; Data Visualization,Dashboard; Microsoft 365; Microsoft Excel; Microsoft Office; Microsoft Outlook; Microsoft Power Automate/Flow; Microsoft Power Platform; Microsoft PowerPoint; Microsoft Word; No-Code Development,Not Specified,Not Specified
"Mastering Money: Risk, Wealth, and Our Economy Specialization",Not Specified,Professional Certificate,,315,4 Weeks,Advanced,9,https://www.coursera.org/specializations/mastering-money-risk-wealth-economy,Not Specified,Not Specified,Not Specified,Not Specified
Mastering Self Management Skills for Career Growth Specialization,Not Specified,Professional Certificate,,300,4 Weeks,Advanced,197,https://www.coursera.org/specializations/mastering-self-management-skills,Not Specified,Not Specified,Not Specified,Not Specified
The Materiality of ESG Factors Specialization,Not Specified,Professional Certificate,,348,4 Weeks,Advanced,103,https://www.coursera.org/specializations/materiality-esg-factors,Not Specified,Not Specified,Not Specified,Not Specified
International Business Essentials Specialization,Not Specified,Professional Certificate,,33,3 Months,Advanced,69,https://www.coursera.org/specializations/mba,Not Specified,Not Specified,Not Specified,Not Specified
MBE Mastering Business Essentials Specialization,Not Specified,Professional Certificate,,86,2 Months,Advanced,81,https://www.coursera.org/specializations/mbe-mastering-business-essentials,Not Specified,Not Specified,Not Specified,Not Specified
Project Management Specialization,Not Specified,Professional Certificate,,536,2 Months,Advanced,0,https://www.coursera.org/specializations/meem-project-management,Not Specified,Not Specified,Not Specified,Not Specified
Mergers and Acquisitions Specialization,Not Specified,Professional Certificate,,675,2 Months,Advanced,206,https://www.coursera.org/specializations/mergersandacquisitions,Not Specified,Not Specified,Not Specified,Not Specified
Meta Marketing Science Certification Prep Specialization,Not Specified,Professional Certificate,,978,4 Weeks,Advanced,47,https://www.coursera.org/specializations/meta-marketing-science-certification-prep,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft 365 Copilot: Boost Productivity & Build Agents Specialization,Not Specified,Professional Certificate,,24,8 Weeks,Advanced,415,https://www.coursera.org/specializations/microsoft-365-copilot,Not Specified,Not Specified,Not Specified,Not Specified
"Microsoft 365 Essentials: Create, Collaborate, and Deliver Specialization",Not Specified,Professional Certificate,,202,3 Months,Advanced,2,https://www.coursera.org/specializations/microsoft-365-essentials-create-collaborate-and-deliver,Business Communication; Content Creation; Content Performance Analysis; Data Analysis; Excel Formulas; Microsoft Copilot; Multimedia; Presentations; Spreadsheet Software; Data Visualization,Collaborative Software; Generative AI; Microsoft 365; Microsoft Excel; Microsoft Office; Microsoft Outlook; Microsoft PowerPoint; Microsoft Teams; Microsoft Word; Productivity Software,Not Specified,Not Specified
Microsoft 365 Fundamentals Specialization,Not Specified,Professional Certificate,,192,2 Months,Advanced,2,https://www.coursera.org/specializations/microsoft-365-fundamentals,Data Entry; Data Import/Export; Data Management; Document Management; Editing; Excel Formulas; Multimedia; Presentations; Spreadsheet Software; Technical Documentation; Data Visualization; Writing,Collaborative Software; Microsoft 365; Microsoft Excel; Microsoft Office; Microsoft PowerPoint; Microsoft Windows; Microsoft Word; Productivity Software,Not Specified,Not Specified
Microsoft Access 365 Essentials Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,26,https://www.coursera.org/specializations/microsoft-access-365,Not Specified,Not Specified,Not Specified,Not Specified
Microsoft Excel Mastery: From Basics to Pro Skills Specialization,Not Specified,Professional Certificate,,132,4 Weeks,Advanced,271,https://www.coursera.org/specializations/microsoft-excel-mastery-from-basics-to-pro-skills,Not Specified,Not Specified,Not Specified,Not Specified
"Modern Project Leadership: Agile, AI, and Beyond Specialization",Not Specified,Professional Certificate,,523,4 Weeks,Advanced,81,https://www.coursera.org/specializations/modern-project-leadership-agile-ai-and-beyond,Not Specified,Not Specified,Not Specified,Not Specified
Modern Project Management with Microsoft Tools Specialization,Not Specified,Professional Certificate,,796,2 Months,Advanced,0,https://www.coursera.org/specializations/modern-project-management-with-microsoft-tools,Not Specified,Not Specified,Not Specified,Not Specified
SEO Masterclass With AI SEO: Beginner To Advanced - 2026 Specialization,Not Specified,Professional Certificate,,9,8 Weeks,Advanced,0,https://www.coursera.org/specializations/modern-seo,Not Specified,Not Specified,Not Specified,Not Specified
"Money, Wealth, and Happiness Specialization",Not Specified,Professional Certificate,,399,4 Weeks,Advanced,9,https://www.coursera.org/specializations/money-wealth-and-happiness,Case Management,Not Specified,Not Specified,Not Specified
Music Business Specialization,Not Specified,Professional Certificate,,389,4 Weeks,Advanced,69,https://www.coursera.org/specializations/music-business,Not Specified,Not Specified,Not Specified,Not Specified
"Negotiation, Mediation and Conflict Resolution Specialization",Not Specified,Professional Certificate,,772,4 Weeks,Advanced,161,https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,Not Specified,Not Specified,Not Specified,Not Specified
Neuromarketing Specialization,Not Specified,Professional Certificate,,43,12 Weeks,Advanced,26,https://www.coursera.org/specializations/neuromarketing,Not Specified,Not Specified,Not Specified,Not Specified
Next-Gen Brand Management Specialization,Not Specified,Professional Certificate,,750,4 Weeks,Advanced,1,https://www.coursera.org/specializations/next-gen-brand-management,Not Specified,Not Specified,Not Specified,Not Specified
"Online Marketing: Social Media, Ads & E-commerce Certificate Specialization",Not Specified,Professional Certificate,,31,12 Weeks,Advanced,465,https://www.coursera.org/specializations/online-marketing-social-media-ads-e-commerce-certificate,Not Specified,Not Specified,Not Specified,Not Specified
Organizational Leadership Specialization,Not Specified,Professional Certificate,,451,4 Weeks,Advanced,69,https://www.coursera.org/specializations/organizational-leadership,Not Specified,Not Specified,Not Specified,Not Specified
Organizational Strategy with Generative AI & AI Agents Specialization,Not Specified,Professional Certificate,,550,4 Weeks,Advanced,0,https://www.coursera.org/specializations/organizational-strategy-generative-ai,Not Specified,Not Specified,Not Specified,Not Specified
Leadership and Team Management Specialization,Not Specified,Professional Certificate,,158,4 Weeks,Advanced,0,https://www.coursera.org/specializations/packt-leadership-and-team-management,Not Specified,Not Specified,Not Specified,Not Specified
Soft skills Specialization,Not Specified,Professional Certificate,,248,4 Weeks,Advanced,479,https://www.coursera.org/specializations/packt-soft-skills,Not Specified,Not Specified,Not Specified,Not Specified
Certified Associate in Project Management (CAPM)® Exam Specialization,Not Specified,Professional Certificate,,57,4 Weeks,Advanced,54,https://www.coursera.org/specializations/pearson-certified-associate-in-project-management-capm-exam,Not Specified,Not Specified,Not Specified,Not Specified
PMP Certification Specialization,Not Specified,Professional Certificate,,37,8 Weeks,Advanced,54,https://www.coursera.org/specializations/pearson-pmp-certification,Not Specified,Not Specified,Not Specified,Not Specified
The Fundamentals of Personal Finance Specialization,Not Specified,Professional Certificate,,428,4 Weeks,Advanced,0,https://www.coursera.org/specializations/personal-finance-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
PMP Exam Preparation Specialization,Not Specified,Professional Certificate,,453,4 Weeks,Advanced,27000,https://www.coursera.org/specializations/pmp-certification-training-course,Not Specified,Not Specified,Not Specified,Not Specified
PMP Exam Prep Certification Training Specialization,Not Specified,Professional Certificate,,247,16 Weeks,Advanced,0,https://www.coursera.org/specializations/pmp-exam-prep-certification-training,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Positive Psychology Specialization,Not Specified,Professional Certificate,,598,2 Months,Advanced,155,https://www.coursera.org/specializations/positivepsychology,Not Specified,Not Specified,Not Specified,Not Specified
Business Finance and Data Analysis Fundamentals Specialization,Not Specified,Professional Certificate,,956,12 Weeks,Advanced,217,https://www.coursera.org/specializations/pre-mba-quantitative-skills,Not Specified,Not Specified,Not Specified,Not Specified
Principles of Financial Leadership Specialization,Not Specified,Professional Certificate,,58,7 Months,Advanced,46,https://www.coursera.org/specializations/principles-of-financial-leadership,Not Specified,Not Specified,Not Specified,Not Specified
Global Procurement and Sourcing Specialization,Not Specified,Professional Certificate,,0,4 Weeks,Advanced,0,https://www.coursera.org/specializations/procurement-sourcing,Not Specified,Not Specified,Not Specified,Not Specified
Procurement & Sourcing Operations Specialization,Not Specified,Professional Certificate,,9,4 Weeks,Advanced,0,https://www.coursera.org/specializations/procurement-sourcing-operations,Not Specified,Not Specified,Not Specified,Not Specified
"Product Ideation, Design, and Management Specialization",Not Specified,Professional Certificate,,726,4 Weeks,Advanced,202,https://www.coursera.org/specializations/product-ideation-design-and-management,Not Specified,Not Specified,Not Specified,Not Specified
Product Management Certification Specialization,Not Specified,Professional Certificate,,602,12 Weeks,Advanced,199,https://www.coursera.org/specializations/product-management-certification,Not Specified,Not Specified,Not Specified,Not Specified
Product Owner Certification [PSPO I] Preparation Specialization,Not Specified,Professional Certificate,,200,2 Months,Advanced,199,https://www.coursera.org/specializations/product-owner-certification-pspo1-preparation,Not Specified,Not Specified,Not Specified,Not Specified
Professional HRM Mastery Specialization,Not Specified,Professional Certificate,,17,4 Weeks,Advanced,1,https://www.coursera.org/specializations/professional-hrm-mastery,Not Specified,Not Specified,Not Specified,Not Specified
Professional Sales Mastery Specialization,Not Specified,Professional Certificate,,394,4 Weeks,Advanced,11,https://www.coursera.org/specializations/professional-sales-mastery,Not Specified,Not Specified,Not Specified,Not Specified
Scrum Master (PSM I) Certification Preparation Specialization,Not Specified,Professional Certificate,,540,12 Weeks,Advanced,199,https://www.coursera.org/specializations/professional-scrum-master,Not Specified,Not Specified,Not Specified,Not Specified
Professional Skills for the Workplace Specialization,Not Specified,Professional Certificate,,655,4 Weeks,Advanced,69,https://www.coursera.org/specializations/professional-skills-for-the-workplace,Not Specified,Not Specified,Not Specified,Not Specified
Professional Selling: 3 Steps to High-Performance Specialization,Not Specified,Professional Certificate,,93,8 Weeks,Advanced,8,https://www.coursera.org/specializations/professionalselling,Not Specified,Not Specified,Not Specified,Not Specified
Análisis Financiero Specialization,Not Specified,Professional Certificate,,758,4 Weeks,Advanced,14,https://www.coursera.org/specializations/programa-especializado-en-analisis-financiero,Not Specified,Not Specified,Not Specified,Not Specified
